0,A1,H1,F3,J7,L1,L4,L7,L10,L11,L13,N3,R1,Y12,Y33,Y35,Z6,Z8,Z9,Z14,Z19,Z20,Z21,Z22,Z25,Z27,Z29,Z30,Z32,Z35,Z36,Z37,Z38,Z40,Z41,Z42,Z43,Z45,Z47,B2,B6,C2,D2,Q2,S6,Y34,Z1,Z31,A5,D3,D5,E1,F1,F6,F7,J4,J8,K1,L12,L18,L21,L23,L24,M2,Q3,Q4,Y2,Y8,Y9,Y14,Y15,Y16,Y20,Y31,Z3,Z11,Z12,Z13,Z49,F4,J1,L3,L8,M3,S4,Y6,Y17,Y18,Y22,Y23,D1,J9,K3,L2,N2,Q8,Y3,Y4,Y10,Y11,Y13,Y19,Y21,Y24,Y25,Y26,Y28,Y29,Y32,Y39,Z2,Z10,Z28,A6,A7,G2,S5,B7,F2,G1,C3,X1,Z4,A2,F5,K2,S1,Z16,Z18,Z23,Z34,Z48,Z50,D4,J6,L6,B5,L22,P1,S2,T1,W2,Y5,A1,H1,F3,J7,L1,L4,L7,L10,L11,L13,N3,R1,Y12,Y33,Y35,Z6,Z8,Z9,Z14,Z19,Z20,Z21,Z22,Z25,Z27,Z29,Z30,Z32,Z35,Z36,Z37,Z38,Z40,Z41,Z42,Z43,Z45,Z47,B2,B6,C2,D2,Q2,S6,Y34,Z1,Z31,A5,D3,D5,E1,F1,F6,F7,J4,J8,K1,L12,L18,L21,L23,L24,M2,Q3,Q4,Y2,Y8,Y9,Y14,Y15,Y16,Y20,Y31,Z3,Z11,Z12,Z13,Z49,F4,J1,L3,L8,M3,S4,Y6,Y17,Y18,Y22,Y23,D1,J9,K3,L2,N2,Q8,Y3,Y4,Y10,Y11,Y13,Y19,Y21,Y24,Y25,Y26,Y28,Y29,Y32,Y39,Z2,Z10,Z28,A6,A7,G2,S5,B7,F2,G1,C3,X1,Z4,A2,F5,K2,S1,Z16,Z18,Z23,Z34,Z48,Z50,D4,J6,L6,B5,L22,P1,S2,T1,W2,Y5
Z2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02173913,0.007462687,0.125,0.024390244,0,0,0,0,0,0,0,0.2,0,0,0,0.014705882,0,0.010416667,0,0.2,0,0.027027027,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0.029411765,0,0.012987013,0.090909091,0.037037037,0.018867925,0.037037037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0.133333333,0.133333333,0.133333333,0.222222222,0,0.070175439,0.133333333,0.333333333,0.064516129,0.166666667,0.173913043,0.066666667,0.064516129,0.736842105,0.933333333,0.0625,0.166666667,0.454545455,0.133333333,0.16,0.071428571,0.071428571,0.933333333,0.171428571,0,0,0.121212121,0.37037037,0.137931034,0.166666667,1,0.1,0.19047619,1,0.068965517,0,0.0625,0,0.074074074,0.1,0.1,0.1,0.071428571,0,0,0.1,0.08,0.095238095,0,0.133333333,0.344827586,0,0,0.097560976,0.133333333,0.454545455,0.25,0.266666667,0.111111111,0.078431373,0.111111111,0.097560976,0.111111111,0.3125,0.933333333,0.823529412,0.095238095,0.344827586,0.823529412,1,0.058823529,0.105263158,0.1,0.1,0,0.1,0,0,0,0.1,0.210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171428571,0,0,0,0.266666667,0,0,0.210526316
Z10,0.210526316,0.208333333,0.222222222,0.166666667,0.125,0,0.173913043,0,0,0.222222222,0.083333333,0.085106383,0,0.114285714,0.105263158,0.142857143,0,0,0,0,0,0,0,0.047619048,0.041666667,0.027777778,0.027027027,0.111111111,0,0,0,0,0.137931034,0,0,0,0.125,0,0.181818182,0,0,0.064516129,0.025641026,0.16,0.023809524,0,0.025641026,0.043478261,0.04109589,0,0.08,0.087719298,0.034482759,0.043478261,0.036363636,0.074074074,0.023255814,0.166666667,0,0.129032258,0,0,0,0.16,0.088888889,0,0.024390244,0.027777778,0.037037037,0,0,0.098039216,0.081632653,0.018867925,0.066666667,0.022222222,0.014925373,0,0.133333333,0,0,0.018518519,0.029411765,0.029411765,0.148148148,0.018518519,0,0,0.041666667,0.027027027,0.111111111,0.093023256,0.088888889,0.121212121,0,0.068965517,0,0,0.086956522,0.131578947,0.111111111,0.111111111,0.125,0.04494382,0,0.023809524,0.061538462,0.023809524,0.037037037,0,1,0.102564103,0,0,0,0.205128205,0.073170732,0.075471698,0,0,0.070175439,0.027027027,0.125,0.111111111,0.2,0.19047619,0.16,0.050632911,0.125,0,0.063291139,0.057142857,0,0.19047619,0.03030303,0.125,0,0,0.034482759,0,0,0.097560976,0,0.04,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0.095238095,0,0.333333333,0.051282051,0.041666667,0.55,0.052631579,0.051282051,0.051282051,0.057142857,0.05,0.041666667,0.25,0,0,0.055555556,0.055555556,0.057142857,0.042553191,0,0,0.097560976,0.216216216,0,0,0.058823529,0.071428571,0,0.058823529,0.054054054,0,0.05,0,0.057142857,0.071428571,0.071428571,0.071428571,0.055555556,0.137931034,0,0.071428571,0.060606061,0.068965517,0,0.072727273,0.205128205,0.060606061,0,0.065217391,0.072727273,0.111111111,0,0.08,0,0.032786885,0,0.065217391,0,0.19047619,0.057142857,0.114285714,0.063829787,0.205128205,0.114285714,0.058823529,1,0,0,0,0,0.363636364,0,0,0,0.071428571,0,0.066666667,0,0.066666667,0,0,0,0.058823529,0,0,0,0,0,0,0.042553191,0.137931034,0,0.066666667,0.277777778,0,0,0
Z28,0.133333333,0.111111111,0.178571429,0.147058824,0.119047619,0,0.117647059,0,0,0.137931034,0.105263158,0.127272727,0,0.19047619,0.104166667,0.102564103,0.083333333,0.023255814,0.083333333,0,0,0,0,0.03125,0.058823529,0.066666667,0.065217391,0.133333333,0,0,0.055555556,0,0.1,0.041666667,0,0.025,0.093023256,0,0.121212121,0,0.055555556,0.084507042,0.02,0.111111111,0.018867925,0,0.02,0,0.06097561,0.028571429,0.027027027,0.106060606,0.066225166,0.09375,0.03030303,0.131147541,0.057692308,0.114285714,0.060606061,0.277777778,0,0,0,0.142857143,0.153846154,0,0.091954023,0.043478261,0.098214286,0,0.066666667,0.080645161,0.142857143,0.101694915,0.072727273,0.075471698,0.025974026,0,0.097560976,0.042553191,0.076923077,0.081967213,0.045454545,0.038461538,0.166666667,0.081967213,0.051724138,0.058823529,0.058823529,0.020833333,0.133333333,0.094339623,0.132075472,0.142857143,0,0.140625,0,0.105263158,0.173076923,0.102040816,0.186046512,0.12962963,0.205128205,0.130434783,0,0.08,0.15942029,0.018867925,0.054054054,0,0.102564103,1,0,0,0,0.16,0.057692308,0.096774194,0,0,0.309090909,0.042553191,0.119047619,0.085106383,0.129032258,0.161290323,0.111111111,0.044444444,0.119047619,0,0.055555556,0.043478261,0.074074074,0.2,0.071428571,0.093023256,0,0,0.030612245,0,0.024390244,0.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.130434783,0.238095238,0.1,0.125,0,0.086956522,0,0,0,0,0.1,0,0,0.142857143,0.111111111,0.071428571,0.130434783,0,0.105263158,0,0.058823529,0.105263158,0,0.375,0,0.105263158,0,0,0,0,0,0,0.428571429,0,0.111111111,0,0.444444444,0.047619048,0.103448276,0,0.105263158,0.050632911,0.047619048,0.19047619,0,0,0.857142857,0.043478261,0.857142857,0.050632911,0.857142857,0.09375,0.1,0.090909091,0.0625,0.066666667,0.090909091,0.105263158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142857143,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0.222222222,0.222222222,0.222222222,0.142857143,0,0,0.222222222,0.083333333,0.08,0.058823529,0.043478261,0.083333333,0.08,0.08,0.095238095,0.076923077,0.058823529,0.083333333,0.222222222,0.095238095,0.090909091,0.090909091,0.095238095,0.060606061,0,0,0.068965517,0.068965517,0.08,0.1,0.1,0.142857143,0.117647059,0.1,0.086956522,0,0,0,0.095238095,0.142857143,0.142857143,0.142857143,0.090909091,0,0,0.142857143,0.105263158,0.133333333,0,0,0.064516129,0,0,0,0,0.083333333,0.166666667,0.181818182,0,0.042553191,0,0,0,0.058823529,0.095238095,0.086956522,0,0.064516129,0.086956522,0.1,0,0,1,1,0.222222222,0,0,0,0,0.142857143,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0.125,0.066666667,0,0,0.133333333
A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.052631579,0,0,0,0,0,0,0,0.043478261,0.041666667,0,0.2,0.1,0.076923077,0.076923077,0.052631579,0.04,0.066666667,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0.222222222,0.222222222,0.222222222,0.142857143,0,0,0.222222222,0.083333333,0.08,0.058823529,0.043478261,0.083333333,0.08,0.08,0.095238095,0.076923077,0.058823529,0.083333333,0.222222222,0.095238095,0.090909091,0.090909091,0.095238095,0.060606061,0,0,0.068965517,0.068965517,0.08,0.1,0.1,0.142857143,0.117647059,0.1,0.086956522,0,0,0,0.095238095,0.142857143,0.142857143,0.142857143,0.090909091,0,0,0.142857143,0.105263158,0.133333333,0,0,0.064516129,0,0,0,0,0.083333333,0.166666667,0.181818182,0,0.042553191,0,0,0,0.058823529,0.095238095,0.086956522,0,0.064516129,0.086956522,0.1,0,0,1,1,0.222222222,0,0,0,0,0.142857143,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0.125,0.066666667,0,0,0.133333333
G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,1,0,0,0.018518519,0,0,0,0,0,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5,0.151515152,0.1,0.121212121,0.102564103,0.108695652,0,0.105263158,0,0,0.121212121,0.063492063,0.118644068,0,0.102040816,0.075471698,0.093023256,0.075,0,0.075,0,0,0,0,0.027777778,0.025641026,0.06122449,0.06,0.170212766,0,0,0.024390244,0,0.090909091,0,0,0,0.085106383,0,0.138888889,0.025,0,0.08,0.037735849,0.1,0.074074074,0,0.037735849,0.026315789,0.058139535,0.025641026,0.105263158,0.054794521,0.044303797,0.026315789,0.014084507,0.073529412,0.017241379,0.102564103,0,0.19047619,0.022222222,0,0.028571429,0.128205128,0.066666667,0,0.03125,0.04,0.049586777,0,0,0.075757576,0.096774194,0.045454545,0.06779661,0.033898305,0.024691358,0,0.113636364,0.039215686,0.022222222,0.044776119,0.086956522,0.0625,0.095238095,0.044776119,0.015625,0.035714286,0.025641026,0.081632653,0.12244898,0.087719298,0.163636364,0.083333333,0,0.084507042,0,0.022222222,0.120689655,0.074074074,0.078431373,0.120689655,0.133333333,0.08,0,0.035714286,0.090909091,0.01754386,0.023809524,0,0.205128205,0.16,0,0,0,1,0.053571429,0.074626866,0.029411765,0,0.134328358,0.039215686,0.133333333,0.12244898,0.114285714,0.111111111,0.1,0.076923077,0.133333333,0,0.1,0.083333333,0,0.111111111,0.042553191,0.108695652,0,0,0.03960396,0,0,0.090909091,0,0.090909091,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.037735849,0,0.181818182,0,0.058823529,0.2,0.083333333,0.08,0.08,0.095238095,0.076923077,0.058823529,0.181818182,0,0,0,0,0.095238095,0.060606061,0,0,0.068965517,0.148148148,0,0,0.1,0,0,0.1,0,0,0.076923077,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0.097560976,0.137931034,0,0,0.05,0.097560976,0.181818182,0,0.181818182,0,0.042553191,0,0.05,0,0.125,0.095238095,0.19047619,0.048780488,0.137931034,0.19047619,0.1,0.363636364,0,0,0,0,1,0,0,0,0.142857143,0,0.125,0,0.125,0,0,0,0.1,0,0,0,0,0,0,0.060606061,0.117647059,0,0.125,0.142857143,0,0,0
B7,0.09375,0.171428571,0.096774194,0.081081081,0.066666667,0,0.083333333,0,0.03125,0.096774194,0.066666667,0.05,0,0.085106383,0.058823529,0.1,0.052631579,0.022727273,0.081081081,0,0,0,0,0.0625,0.088235294,0.113636364,0.111111111,0.083333333,0,0,0.026315789,0.147058824,0.216216216,0.108695652,0.108108108,0.024390244,0.170731707,0,0.085714286,0,0.026315789,0.098591549,0.06122449,0.078947368,0.057692308,0,0.06122449,0,0.035294118,0,0.026315789,0.042253521,0.018867925,0.028571429,0.014705882,0.044776119,0.018181818,0.081081081,0,0.068181818,0,0,0,0.078947368,0.051724138,0,0.010526316,0.324324324,0.024793388,0,0,0.0625,0.048387097,0.015384615,0.034482759,0,0.052631579,0,0.069767442,0,0,0.015151515,0.02173913,0.123287671,0.075,0.015151515,0,0,0.027777778,0.041666667,0.06122449,0.092592593,0.070175439,0.065217391,0,0.042253521,0,0,0.050847458,0.057692308,0.06122449,0.050847458,0.066666667,0.03960396,0,0,0.051948052,0.018518519,0.025641026,0,0.073170732,0.057692308,0,0,0,0.053571429,1,0.4375,0,0,0.123076923,0.020408163,0.066666667,0.083333333,0.090909091,0.088235294,0.078947368,0.091954023,0.066666667,0,0.032258065,0.020833333,0,0.088235294,0.022222222,0.2,0.028571429,0,0.03030303,0.235294118,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,0,0,0.090909091,0.083333333,0,0,0,0,0,0.0625,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0
F2,0.090909091,0.14893617,0.093023256,0.104166667,0.070175439,0.022727273,0.083333333,0,0.022222222,0.093023256,0.1,0.085714286,0.047619048,0.163636364,0.098360656,0.14,0.06,0.054545455,0.06,0,0,0,0,0.068181818,0.063829787,0.107142857,0.125,0.120689655,0,0,0.06122449,0.083333333,0.208333333,0.103448276,0.08,0.037735849,0.196078431,0,0.085106383,0.040816327,0.019607843,0.109756098,0.048387097,0.08,0.046153846,0,0.048387097,0,0.041237113,0,0.019607843,0.06097561,0.035502959,0.020833333,0.012345679,0.064102564,0.014705882,0.081632653,0,0.090909091,0.018181818,0,0,0.08,0.057142857,0,0.028301887,0.24,0.053846154,0,0,0.094594595,0.054054054,0.025974026,0.073529412,0.059701493,0.081395349,0,0.092592593,0.016129032,0,0.038961039,0.034482759,0.144578313,0.076923077,0.038961039,0.013513514,0.014925373,0.020408163,0.016129032,0.101694915,0.090909091,0.057142857,0.087719298,0,0.048192771,0,0.018181818,0.086956522,0.0625,0.083333333,0.071428571,0.089285714,0.072727273,0,0,0.08045977,0.03030303,0.019230769,0,0.075471698,0.096774194,0,0,0.018518519,0.074626866,0.4375,1,0,0,0.146666667,0.032786885,0.070175439,0.101694915,0.113636364,0.086956522,0.08,0.113402062,0.070175439,0,0.058252427,0.033333333,0,0.086956522,0.017241379,0.196078431,0,0,0.026785714,0.170212766,0.018181818,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051282051,0,0,0,0,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,0,0,0.083333333,0.076923077,0,0,0,0,0,0.058823529,0,0,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0
G1,0.1,0,0,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0.076923077,0.076923077,0,0.018867925,0.037037037,0,0.033333333,0,0.037037037,0,0.015873016,0.083333333,0,0,0.00729927,0,0,0,0,0,0,0,0,0,0.125,0.0625,0,0,0,0,0.01010101,0,0,0.023255814,0.025,0,0.028571429,0.03030303,0,0,0,0.04,0,0.023809524,0.045454545,0.01754386,0,0.023809524,0.027027027,0,0,0.04,0.037037037,0.029411765,0.027777778,0,0,0.020408163,0,0.055555556,0.027027027,0,0,0.027027027,0.043478261,0.0125,0,0,0.017857143,0,0,0,0,0,0,0,0,0.029411765,0,0,1,0,0.020833333,0.04,0,0,0,0.083333333,0,0.014285714,0.043478261,0,0.014084507,0.041666667,0,0,0,0,0,0,0.012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3,0.090909091,0.058823529,0,0.0625,0,0.125,0,0,0,0,0.025,0.025641026,0,0,0.068965517,0,0,0,0,0,0.2,0,0,0,0,0,0,0.035714286,0,0,0.066666667,0,0,0,0,0,0,0,0.071428571,0.071428571,0.066666667,0.018518519,0.035714286,0,0.032258065,0,0.035714286,0.083333333,0.015625,0,0,0.02,0.007246377,0,0,0.02173913,0,0.0625,0,0,0.052631579,0.125,0.111111111,0,0.027027027,0.2,0,0,0.01,0,0,0.022727273,0,0,0.027777778,0.029411765,0.017857143,0,0,0.038461538,0.052631579,0.023255814,0.043478261,0.017241379,0.052631579,0.023255814,0.026315789,0.032258065,0,0.038461538,0.035714286,0,0,0.04,0,0.02,0,0.052631579,0.026315789,0.032258065,0.035714286,0.026315789,0.041666667,0.012345679,0,0.032258065,0.01754386,0,0,0,0,0,0,0,0,0,0,0,0,1,0.020408163,0.038461538,0.041666667,0,0,0.076923077,0.058823529,0.014084507,0.041666667,0,0.013888889,0.04,0,0,0,0.041666667,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0.222222222,0.222222222,0.222222222,0.333333333,0,0,0.222222222,0.181818182,0.08,0.2,0.090909091,0.181818182,0.173913043,0.08,0.095238095,0.166666667,0.2,0.181818182,0.222222222,0.095238095,0.090909091,0.090909091,0.095238095,0.206896552,0,0,0.148148148,0.148148148,0.08,0.1,0.1,0.142857143,0.117647059,0.1,0.086956522,0,0,0,0.095238095,0.142857143,0.142857143,0.142857143,0.090909091,0,0,0.142857143,0.105263158,0.133333333,0,0.097560976,0.137931034,0,0,0.05,0.097560976,0.181818182,0.166666667,0.181818182,0,0.088888889,0,0.05,0,0.125,0.095238095,0.19047619,0.048780488,0.137931034,0.19047619,0.1,0.071428571,0,0.142857143,0.142857143,0,0.142857143,0,0,0,1,0.307692308,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.206896552,0,0,0,0.142857143,0,0,0.133333333
X1,0.130434783,0.16,0.085106383,0.14,0.06557377,0.020833333,0.076923077,0,0.020408163,0.085106383,0.208955224,0.15942029,0,0.152542373,0.183333333,0.12962963,0.096153846,0.016393443,0.117647059,0,0.022222222,0,0,0.040816327,0.058823529,0.137931034,0.13559322,0.210526316,0,0,0.076923077,0.12,0.127272727,0.114754098,0.074074074,0.035087719,0.160714286,0,0.12244898,0.037735849,0.098039216,0.202531646,0.189655172,0.074074074,0.107692308,0,0.189655172,0.081632653,0.117021277,0.018867925,0.018181818,0.166666667,0.098159509,0.019230769,0.023809524,0.0875,0.013888889,0.096153846,0,0.142857143,0.034482759,0.020833333,0.086956522,0.094339623,0.083333333,0.022222222,0.076190476,0.03125,0.137096774,0,0,0.103896104,0.154929577,0.077922078,0.184615385,0.153846154,0.127906977,0,0.06779661,0.098360656,0.052631579,0.105263158,0.122807018,0.164705882,0.132075472,0.105263158,0.128571429,0.074626866,0.018867925,0.080645161,0.189655172,0.101449275,0.164179104,0.178571429,0,0.213333333,0.041666667,0.153846154,0.215384615,0.107692308,0.15,0.196969697,0.203703704,0.161904762,0.018181818,0.090909091,0.225,0.014084507,0.055555556,0,0.070175439,0.309090909,0.020408163,0,0,0.134328358,0.123076923,0.146666667,0.020833333,0.020408163,1,0.155172414,0.101694915,0.131147541,0.104166667,0.102040816,0.183673469,0.108910891,0.140350877,0,0.066037736,0.081967213,0,0.08,0.032786885,0.226415094,0,0,0.034782609,0,0.071428571,0.254237288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.307692308,0,0,0.2,0.173913043,0.076923077,0.233333333,0.088888889,0.08,0.076923077,0.166666667,0.2,0.074074074,0.193548387,0.173913043,0.2,0.2,0.086956522,0.086956522,0.2,0.2,0,0,0.142857143,0.142857143,0.166666667,0.210526316,0.210526316,0.133333333,0.25,0.210526316,0.083333333,0,0.074074074,0,0.090909091,0.133333333,0.133333333,0.133333333,0.086956522,0,0,0.133333333,0.1,0.125,0,0.069767442,0.133333333,0,0,0.024096386,0.069767442,0.173913043,0.363636364,0.166666667,0,0.086956522,0,0.024096386,0,0.121212121,0.2,0.181818182,0.023529412,0.133333333,0.181818182,0.210526316,0,0,0.133333333,0.133333333,0,0,0.090909091,0.083333333,0,0.307692308,1,0.1875,0,0,0,0,0,0.045454545,0,0,0.083333333,0.083333333,0,0,0.2,0,0,0,0.137931034,0.111111111,0,0.285714286
Z4,0.115384615,0.129032258,0.037037037,0.172413793,0.024390244,0.04,0.03125,0,0,0.037037037,0.137254902,0.075471698,0,0.046511628,0.170731707,0.055555556,0,0,0,0,0.045454545,0,0,0,0,0,0,0.095238095,0,0,0.03125,0,0.026315789,0,0,0,0.024390244,0,0.103448276,0.103448276,0.137931034,0.142857143,0.095238095,0.029411765,0.113636364,0,0.095238095,0.111111111,0.093333333,0.033333333,0,0.133333333,0.06122449,0,0,0.032258065,0,0.0625,0,0.025,0.027777778,0.04,0.08,0.060606061,0.057692308,0.045454545,0.011235955,0,0.063063063,0,0,0.087719298,0.072727273,0,0.255813953,0.209302326,0.138461538,0,0.025641026,0.047619048,0.057142857,0.089285714,0.171428571,0.169230769,0.121212121,0.089285714,0.166666667,0.088888889,0,0.047619048,0.15,0.06,0.057692308,0.162162162,0,0.152542373,0,0.15625,0.166666667,0.088888889,0.12195122,0.142857143,0.166666667,0.1,0.03125,0.042553191,0.153846154,0.020833333,0.0625,0,0.027027027,0.042553191,0,0,0,0.039215686,0.020408163,0.032786885,0.04,0.038461538,0.155172414,1,0.05,0.12195122,0.071428571,0.068965517,0.206896552,0.047058824,0.105263158,0,0.071428571,0.131578947,0,0.033333333,0,0.105263158,0,0,0.010526316,0,0.121212121,0.108695652,0,0.076923077,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085714286,0.041666667,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0.057142857,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0.068181818,0,0,0,0,0.068181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0.125,0.083333333,0.076923077,0,0.125,0.1875,1,0,0.111111111,0,0,0,0.090909091,0,0,0,0,0,0,0.057142857,0.105263158,0,0.111111111,0,0.1,0,0
